Plot Title: Fort Pierce PanAmEx,,,,,,,
#,"Date Time, GMT-04:00","Temp, °C (LGR S/N: 20350655, SEN S/N: 20350655)","Coupler Attached (LGR S/N: 20350655, SEN S/N: 20350655)","Coupler Detached (LGR S/N: 20350655, SEN S/N: 20350655)","Host Connected (LGR S/N: 20350655, SEN S/N: 20350655)","Stopped (LGR S/N: 20350655, SEN S/N: 20350655)","End Of File (LGR S/N: 20350655, SEN S/N: 20350655)"
135,6/12/2018 6:00,27.567,,,,,
136,6/12/2018 6:30,27.468,,,,,
137,6/12/2018 7:00,27.37,,,,,
138,6/12/2018 7:30,26.683,,,,,
139,6/12/2018 8:00,26.488,,,,,
140,6/12/2018 8:30,26.39,,,,,
141,6/12/2018 9:00,26.488,,,,,
142,6/12/2018 9:30,26.488,,,,,
143,6/12/2018 10:00,26.488,,,,,
144,6/12/2018 10:30,26.585,,,,,
145,6/12/2018 11:00,27.37,,,,,
146,6/12/2018 11:30,26.879,,,,,
147,6/12/2018 12:00,27.468,,,,,
148,6/12/2018 12:30,27.961,,,,,
149,6/12/2018 13:00,28.853,,,,,
150,6/12/2018 13:30,29.152,,,,,
151,6/12/2018 14:00,29.652,,,,,
152,6/12/2018 14:30,29.953,,,,,
153,6/12/2018 15:00,30.054,,,,,
154,6/12/2018 15:30,30.255,,,,,
155,6/12/2018 16:00,30.154,,,,,
156,6/12/2018 16:30,29.953,,,,,
157,6/12/2018 17:00,30.054,,,,,
158,6/12/2018 17:30,30.154,,,,,
159,6/12/2018 18:00,29.752,,,,,
160,6/12/2018 18:30,29.953,,,,,
161,6/12/2018 19:00,28.357,,,,,
162,6/12/2018 19:30,27.764,,,,,
163,6/12/2018 20:00,27.567,,,,,
164,6/12/2018 20:30,27.468,,,,,
165,6/12/2018 21:00,27.272,,,,,
166,6/12/2018 21:30,27.173,,,,,
167,6/12/2018 22:00,27.075,,,,,
168,6/12/2018 22:30,27.173,,,,,
169,6/12/2018 23:00,27.173,,,,,
170,6/12/2018 23:30,27.173,,,,,
171,6/13/2018 0:00,27.665,,,,,
172,6/13/2018 0:30,27.862,,,,,
173,6/13/2018 1:00,27.272,,,,,
174,6/13/2018 1:30,27.37,,,,,
175,6/13/2018 2:00,27.272,,,,,
176,6/13/2018 2:30,27.468,,,,,
177,6/13/2018 3:00,27.764,,,,,
178,6/13/2018 3:30,27.862,,,,,
179,6/13/2018 4:00,27.665,,,,,
180,6/13/2018 4:30,27.764,,,,,
181,6/13/2018 5:00,27.764,,,,,
182,6/13/2018 5:30,27.764,,,,,
183,6/13/2018 6:00,27.764,,,,,
184,6/13/2018 6:30,28.159,,,,,
185,6/13/2018 7:00,28.258,,,,,
186,6/13/2018 7:30,28.159,,,,,
187,6/13/2018 8:00,27.665,,,,,
188,6/13/2018 8:30,26.781,,,,,
189,6/13/2018 9:00,26.39,,,,,
190,6/13/2018 9:30,26.195,,,,,
191,6/13/2018 10:00,26.195,,,,,
192,6/13/2018 10:30,26.195,,,,,
193,6/13/2018 11:00,26.097,,,,,
194,6/13/2018 11:30,26.39,,,,,
195,6/13/2018 12:00,26.781,,,,,
196,6/13/2018 12:30,26.977,,,,,
197,6/13/2018 13:00,27.173,,,,,
198,6/13/2018 13:30,28.555,,,,,
199,6/13/2018 14:00,28.953,,,,,
200,6/13/2018 14:30,29.252,,,,,
201,6/13/2018 15:00,29.652,,,,,
202,6/13/2018 15:30,29.853,,,,,
203,6/13/2018 16:00,30.154,,,,,
204,6/13/2018 16:30,30.054,,,,,
205,6/13/2018 17:00,30.154,,,,,
206,6/13/2018 17:30,30.154,,,,,
207,6/13/2018 18:00,30.154,,,,,
208,6/13/2018 18:30,30.054,,,,,
209,6/13/2018 19:00,30.154,,,,,
210,6/13/2018 19:30,29.452,,,,,
211,6/13/2018 20:00,27.272,,,,,
212,6/13/2018 20:30,26.879,,,,,
213,6/13/2018 21:00,26.683,,,,,
214,6/13/2018 21:30,26.683,,,,,
215,6/13/2018 22:00,26.683,,,,,
216,6/13/2018 22:30,26.683,,,,,
217,6/13/2018 23:00,26.683,,,,,
218,6/13/2018 23:30,26.585,,,,,
219,6/14/2018 0:00,26.585,,,,,
220,6/14/2018 0:30,26.488,,,,,
221,6/14/2018 1:00,26.585,,,,,
222,6/14/2018 1:30,27.173,,,,,
223,6/14/2018 2:00,27.468,,,,,
224,6/14/2018 2:30,27.272,,,,,
225,6/14/2018 3:00,27.173,,,,,
226,6/14/2018 3:30,27.37,,,,,
227,6/14/2018 4:00,27.468,,,,,
228,6/14/2018 4:30,27.468,,,,,
229,6/14/2018 5:00,27.567,,,,,
230,6/14/2018 5:30,27.567,,,,,
231,6/14/2018 6:00,27.468,,,,,
232,6/14/2018 6:30,27.567,,,,,
233,6/14/2018 7:00,27.567,,,,,
234,6/14/2018 7:30,27.961,,,,,
235,6/14/2018 8:00,27.961,,,,,
236,6/14/2018 8:30,27.764,,,,,
237,6/14/2018 9:00,27.173,,,,,
238,6/14/2018 9:30,27.075,,,,,
239,6/14/2018 10:00,27.075,,,,,
240,6/14/2018 10:30,27.075,,,,,
241,6/14/2018 11:00,27.173,,,,,
